지점,지점명,일시,기온(°C),습도(%),증기압(hPa),이슬점온도(°C),일조(hr),적설(cm),지면상태(지면상태코드),지면온도(°C)
95,철원,2023-01-01 11:00,-1.4,63,3.5,-7.5,1,7,,-0.2
95,철원,2023-01-01 12:00,1.1,43,2.8,-10.1,1,7,,-0.1
95,철원,2023-01-01 13:00,1.3,39,2.6,-11.1,1,6.9,,-0.1
95,철원,2023-01-01 14:00,1.8,31,2.2,-13.5,1,6.8,,0
95,철원,2023-01-01 15:00,0.9,27,1.8,-16,1,6.6,,0
95,철원,2023-01-01 16:00,0.4,28,1.8,-16,1,6.6,,0
95,철원,2023-01-01 17:00,-0.7,28,1.6,-16.9,0.7,6.6,,0
95,철원,2023-01-01 18:00,-2.1,30,1.6,-17.3,0,6.6,,0
95,철원,2023-01-01 19:00,-4,45,2,-14.2,,6.6,,-0.1
95,철원,2023-01-01 20:00,-4.9,52,2.2,-13.2,,6.6,,-0.3
95,철원,2023-01-01 21:00,-5.2,47,2,-14.7,,6.6,,-0.4
95,철원,2023-01-01 22:00,-9.3,69,2.1,-13.9,,6.6,,-0.5
95,철원,2023-01-01 23:00,-9.8,71,2.1,-14,,6.6,,-0.6
95,철원,2023-01-02 0:00,-10.7,73,2,-14.6,,6.6,,-0.7
95,철원,2023-01-02 1:00,-11.3,77,2,-14.5,,6.6,,-0.8
95,철원,2023-01-02 2:00,-13,83,1.9,-15.2,,6.6,,-0.8
95,철원,2023-01-02 3:00,-13.5,82,1.8,-15.9,,6.6,,-0.9
95,철원,2023-01-02 4:00,-13.8,83,1.8,-16,,6.6,,-0.9
95,철원,2023-01-02 5:00,-14.4,86,1.7,-16.2,,6.6,,-1
95,철원,2023-01-02 6:00,-15.1,89,1.7,-16.5,,6.8,,-1
95,철원,2023-01-02 7:00,-15.2,88,1.7,-16.7,,6.8,,-1
95,철원,2023-01-02 8:00,-15.3,89,1.7,-16.7,0,6.8,,-1.1
95,철원,2023-01-02 9:00,-14.1,89,1.8,-15.5,0.5,6.6,,-1
95,철원,2023-01-02 10:00,-10,71,2,-14.2,1,6.6,,-0.7
95,철원,2023-01-02 11:00,-6.2,53,2,-14.2,1,6.6,,-0.4
95,철원,2023-01-02 12:00,-4.8,40,1.7,-16.3,1,6.5,,-0.2
95,철원,2023-01-02 13:00,-3.7,38,1.8,-15.9,1,6.5,,-0.1
95,철원,2023-01-02 14:00,-3,32,1.6,-17.4,1,6.5,,-0.1
95,철원,2023-01-02 15:00,-2.9,30,1.5,-18,1,6.5,,-0.1
95,철원,2023-01-02 16:00,-2.7,31,1.6,-17.5,1,6.6,,0
95,철원,2023-01-02 17:00,-3.8,34,1.6,-17.4,0.7,6.8,,-0.1
95,철원,2023-01-02 18:00,-6,45,1.8,-16,0,6.8,,-0.3
95,철원,2023-01-02 19:00,-7.8,58,2,-14.6,,6.8,,-0.5
95,철원,2023-01-02 20:00,-10,68,1.9,-14.8,,6.8,,-0.7
95,철원,2023-01-02 21:00,-11.9,76,1.9,-15.3,,6.8,,-0.8
95,철원,2023-01-02 22:00,-12.5,73,1.7,-16.3,,6.8,,-0.9
95,철원,2023-01-02 23:00,-13.2,82,1.8,-15.6,,6.8,,-0.9
95,철원,2023-01-03 0:00,-13.7,83,1.8,-15.9,,6.8,,-1
95,철원,2023-01-03 1:00,-15.1,86,1.6,-16.9,,6.8,,-1.1
95,철원,2023-01-03 2:00,-15.2,87,1.6,-16.8,,6.8,,-1.1
95,철원,2023-01-03 3:00,-15.6,89,1.6,-17,,6.8,,-1.1
95,철원,2023-01-03 4:00,-15.8,89,1.6,-17.2,,6.9,,-1.2
95,철원,2023-01-03 5:00,-16.8,90,1.5,-18.1,,6.9,,-1.2
95,철원,2023-01-03 6:00,-17.1,90,1.4,-18.4,,6.9,,-1.2
95,철원,2023-01-03 7:00,-16.9,88,1.4,-18.4,,6.9,,-1.3
95,철원,2023-01-03 8:00,-17.6,89,1.4,-19,0,6.9,,-1.3
95,철원,2023-01-03 9:00,-15.9,89,1.6,-17.3,0.5,6.8,,-1.3
95,철원,2023-01-03 10:00,-12.3,77,1.8,-15.5,1,6.8,,-1
95,철원,2023-01-03 11:00,-8.7,62,2,-14.7,1,6.7,,-0.6
95,철원,2023-01-03 12:00,-5,51,2.2,-13.5,1,6.5,,-0.3
95,철원,2023-01-03 13:00,-3.1,34,1.7,-16.7,1,6.5,,-0.2
95,철원,2023-01-03 14:00,-2.6,31,1.6,-17.4,1,6.6,,-0.1
95,철원,2023-01-03 15:00,-1.8,30,1.6,-17.1,1,6.6,,-0.1
95,철원,2023-01-03 16:00,-2.1,27,1.4,-18.6,1,6.6,,-0.1
95,철원,2023-01-03 17:00,-3.4,30,1.4,-18.5,0.7,6.9,,-0.2
95,철원,2023-01-03 18:00,-4.3,33,1.5,-18.2,0,6.9,,-0.4
95,철원,2023-01-03 19:00,-7.6,53,1.8,-15.5,,6.9,,-0.6
95,철원,2023-01-03 20:00,-10,63,1.8,-15.7,,6.9,,-0.7
95,철원,2023-01-03 21:00,-11.4,70,1.8,-15.7,,6.9,,-0.8
95,철원,2023-01-03 22:00,-12.1,73,1.8,-15.9,,6.9,,-1
95,철원,2023-01-03 23:00,-13,77,1.7,-16.1,,6.9,,-1
95,철원,2023-01-04 0:00,-13.7,80,1.7,-16.4,,6.9,,-1.1
95,철원,2023-01-04 1:00,-14.8,84,1.6,-16.9,,6.9,,-1.2
95,철원,2023-01-04 2:00,-15.4,83,1.5,-17.6,,6.9,,-1.2
95,철원,2023-01-04 3:00,-15.6,86,1.6,-17.4,,6.9,,-1.3
95,철원,2023-01-04 4:00,-16.6,88,1.5,-18.1,,6.9,,-1.3
95,철원,2023-01-04 5:00,-16.8,90,1.5,-18,,6.9,,-1.3
95,철원,2023-01-04 6:00,-16.4,89,1.5,-17.7,,6.9,,-1.3
95,철원,2023-01-04 7:00,-17,89,1.5,-18.3,,6.9,,-1.4
95,철원,2023-01-04 8:00,-17.3,90,1.4,-18.5,0,6.9,,-1.4
95,철원,2023-01-04 9:00,-15.1,86,1.6,-16.9,0.5,6.8,,-1.3
95,철원,2023-01-04 10:00,-11.7,72,1.8,-15.7,1,6.8,,-1
95,철원,2023-01-04 11:00,-7.6,52,1.8,-15.7,1,6.8,,-0.6
95,철원,2023-01-04 12:00,-4.3,42,1.9,-15.3,1,6.6,,-0.4
95,철원,2023-01-04 13:00,-1,36,2,-14.2,1,6.6,,-0.2
95,철원,2023-01-04 14:00,0,29,1.8,-15.9,1,6.6,,-0.1
95,철원,2023-01-04 15:00,0.5,25,1.6,-17.3,1,6.6,,-0.1
95,철원,2023-01-04 16:00,0.3,25,1.6,-17.4,1,6.6,,-0.1
95,철원,2023-01-04 17:00,-0.6,28,1.6,-16.9,0.7,6.9,,-0.1
95,철원,2023-01-04 18:00,-3.9,44,2,-14.3,0,6.9,,-0.4
95,철원,2023-01-04 19:00,-6,54,2.1,-13.8,,6.8,,-0.6
95,철원,2023-01-04 20:00,-8.5,67,2.2,-13.5,,6.9,,-0.7
95,철원,2023-01-04 21:00,-10.1,77,2.2,-13.3,,6.9,,-0.8
95,철원,2023-01-04 22:00,-9.7,72,2.1,-13.8,,6.9,,-0.9
95,철원,2023-01-04 23:00,-11.1,78,2.1,-14.1,,6.9,,-1
95,철원,2023-01-05 0:00,-11.8,84,2.1,-13.9,,6.9,,-1
95,철원,2023-01-05 1:00,-12.3,87,2.1,-14,,6.9,,-1.1
95,철원,2023-01-05 2:00,-12.8,86,2,-14.6,,6.9,,-1.2
95,철원,2023-01-05 3:00,-13.2,87,1.9,-14.9,,6.9,,-1.2
95,철원,2023-01-05 4:00,-14,89,1.8,-15.4,,6.9,,-1.3
95,철원,2023-01-05 5:00,-14.6,89,1.8,-16,,6.9,,-1.3
95,철원,2023-01-05 6:00,-14.6,91,1.8,-15.7,,6.9,,-1.3
95,철원,2023-01-05 7:00,-15.4,91,1.7,-16.5,,6.9,,-1.3
95,철원,2023-01-05 8:00,-15.5,89,1.6,-16.9,0,6.9,,-1.4
95,철원,2023-01-05 9:00,-13.7,89,1.9,-15.1,0.5,6.8,,-1.3
95,철원,2023-01-05 10:00,-10.6,76,2.1,-14,1,6.8,,-1
95,철원,2023-01-05 11:00,-6.7,60,2.2,-13.1,1,6.8,,-0.6
95,철원,2023-01-05 12:00,-3.4,44,2.1,-13.9,1,6.6,,-0.3
95,철원,2023-01-05 13:00,-0.2,34,2,-14.2,1,6.5,,-0.2
95,철원,2023-01-05 14:00,2,25,1.8,-16,1,6.5,,-0.1
95,철원,2023-01-05 15:00,2.4,23,1.7,-16.6,1,6.5,,-0.1
95,철원,2023-01-05 16:00,2.3,24,1.7,-16.2,1,6.5,,-0.1
95,철원,2023-01-05 17:00,0.6,31,2,-14.6,0.7,6.8,,-0.1
95,철원,2023-01-05 18:00,-2.3,46,2.4,-12.3,0,6.8,,-0.3
95,철원,2023-01-05 19:00,-6.1,66,2.6,-11.4,,6.8,,-0.5
95,철원,2023-01-05 20:00,-5.9,65,2.6,-11.4,,6.6,,-0.6
95,철원,2023-01-05 21:00,-7.7,73,2.5,-11.7,,6.8,,-0.7
95,철원,2023-01-05 22:00,-8.1,75,2.5,-11.7,,6.8,,-0.8
95,철원,2023-01-05 23:00,-9.3,80,2.4,-12.1,,6.8,,-0.9
95,철원,2023-01-06 0:00,-9.5,83,2.5,-11.8,,6.8,,-0.9
95,철원,2023-01-06 1:00,-10.8,88,2.4,-12.4,,6.8,,-1
95,철원,2023-01-06 2:00,-11.5,92,2.3,-12.5,,6.8,,-1.1
95,철원,2023-01-06 3:00,-11.7,91,2.3,-12.8,,6.8,,-1.1
95,철원,2023-01-06 4:00,-11.7,91,2.3,-12.8,,6.8,,-1.1
95,철원,2023-01-06 5:00,-10,89,2.6,-11.4,,6.8,,-1
95,철원,2023-01-06 6:00,-9,84,2.6,-11.2,,6.8,,-0.8
95,철원,2023-01-06 7:00,-9.7,87,2.6,-11.4,,6.8,,-0.8
95,철원,2023-01-06 8:00,-10.8,91,2.5,-11.9,0,6.8,,-0.9
95,철원,2023-01-06 9:00,-9.3,86,2.6,-11.2,0.4,6.6,,-1
95,철원,2023-01-06 10:00,-6.2,74,2.9,-10,1,6.8,,-0.7
95,철원,2023-01-06 11:00,-2.9,65,3.2,-8.5,0.8,6.6,,-0.4
95,철원,2023-01-06 12:00,-1.7,62,3.3,-8,0,6.6,,-0.3
95,철원,2023-01-06 13:00,0.2,60,3.7,-6.6,0,6.6,,-0.2
95,철원,2023-01-06 14:00,2.2,56,4,-5.6,0,6.6,,-0.1
95,철원,2023-01-06 15:00,3,52,3.9,-5.9,0.9,6.5,,-0.1
95,철원,2023-01-06 16:00,2.8,53,4,-5.8,0.9,6.5,,-0.1
95,철원,2023-01-06 17:00,2.3,57,4.1,-5.3,0,6.5,,-0.1
95,철원,2023-01-06 18:00,1.7,60,4.2,-5.2,0,6.5,,-0.1
95,철원,2023-01-06 19:00,1.1,68,4.5,-4.1,,6.5,,-0.1
95,철원,2023-01-06 20:00,0.2,75,4.6,-3.7,,6.5,,-0.1
95,철원,2023-01-06 21:00,0,79,4.8,-3.2,,6.5,,-0.1
95,철원,2023-01-06 22:00,-0.7,91,5.3,-1.9,,6.9,,-0.1
95,철원,2023-01-06 23:00,-0.9,98,5.6,-1.1,,8.1,,-0.1
95,철원,2023-01-07 0:00,-0.9,100,5.7,-0.9,,12.7,,-0.1
95,철원,2023-01-07 1:00,-0.9,100,5.7,-0.9,,16.2,,-0.1
95,철원,2023-01-07 2:00,-0.7,100,5.8,-0.7,,16.3,,-0.1
95,철원,2023-01-07 3:00,-0.7,100,5.8,-0.7,,16.2,,-0.1
95,철원,2023-01-07 4:00,-0.8,100,5.8,-0.8,,16.1,,-0.1
95,철원,2023-01-07 5:00,-0.6,100,5.8,-0.6,,16,,-0.1
95,철원,2023-01-07 6:00,-0.5,99,5.8,-0.6,,16,,-0.1
95,철원,2023-01-07 7:00,0.2,100,6.2,0.1,,15.8,,-0.1
95,철원,2023-01-07 8:00,0.4,97,6.1,0,0,15.6,,-0.1
95,철원,2023-01-07 9:00,0.6,94,6,-0.2,0,15.6,,-0.1
95,철원,2023-01-07 10:00,0.4,96,6.1,-0.1,0,15.5,,-0.1
95,철원,2023-01-07 11:00,0.8,90,5.8,-0.6,0,15.5,,-0.1
95,철원,2023-01-07 12:00,0.7,91,5.8,-0.6,0,15,,0
95,철원,2023-01-07 13:00,0.8,87,5.6,-1.1,0,14.6,,0
95,철원,2023-01-07 14:00,1,84,5.5,-1.4,0.1,14.1,,0
95,철원,2023-01-07 15:00,0.9,76,5,-2.8,0.1,13.6,,0
95,철원,2023-01-07 16:00,0.8,81,5.3,-2,0,13.3,,0
95,철원,2023-01-07 17:00,0.8,79,5.1,-2.4,0,13.1,,0
95,철원,2023-01-07 18:00,-0.2,84,5.1,-2.5,0,13.1,,0
95,철원,2023-01-07 19:00,-2.1,93,4.9,-3,,13.1,,0
95,철원,2023-01-07 20:00,-4.7,97,4.2,-5.1,,13.1,,0
95,철원,2023-01-07 21:00,-4.9,98,4.2,-5.1,,13,,-0.1
95,철원,2023-01-07 22:00,-8.8,95,3,-9.4,,13,,-0.1
95,철원,2023-01-07 23:00,-9.6,95,2.8,-10.2,,13,,-0.1
95,철원,2023-01-08 0:00,-10.1,94,2.7,-10.8,,13,,-0.2
95,철원,2023-01-08 1:00,-10.5,94,2.6,-11.2,,13,,-0.2
95,철원,2023-01-08 2:00,-9.2,95,2.9,-9.8,,13,,-0.2
95,철원,2023-01-08 3:00,-10.2,94,2.7,-10.9,,13,,-0.2
95,철원,2023-01-08 4:00,-10.5,94,2.6,-11.2,,13,,-0.2
95,철원,2023-01-08 5:00,-10.1,95,2.7,-10.7,,13,,-0.2
95,철원,2023-01-08 6:00,-10.6,94,2.6,-11.3,,13,,-0.2
95,철원,2023-01-08 7:00,-11.8,93,2.3,-12.7,,13,,-0.3
95,철원,2023-01-08 8:00,-10.6,94,2.6,-11.3,0,13,,-0.3
95,철원,2023-01-08 9:00,-10.1,94,2.7,-10.8,0,12.8,,-0.3
95,철원,2023-01-08 10:00,-8.3,96,3.1,-8.8,0.6,12.8,,-0.2
95,철원,2023-01-08 11:00,-5.7,97,3.9,-6.1,1,12.6,,-0.2
95,철원,2023-01-08 12:00,-3.4,98,4.7,-3.6,1,12.6,,-0.1
95,철원,2023-01-08 13:00,-2.3,94,4.9,-3.1,1,12.6,,-0.1
95,철원,2023-01-08 14:00,-0.1,83,5,-2.6,1,12.1,,-0.1
95,철원,2023-01-08 15:00,1.4,72,4.9,-3.1,1,11.8,,-0.1
95,철원,2023-01-08 16:00,1.2,69,4.6,-3.8,1,11.8,,-0.1
95,철원,2023-01-08 17:00,-0.3,78,4.7,-3.6,0,11.8,,-0.1
95,철원,2023-01-08 18:00,-0.8,89,5.2,-2.3,0,11.8,,-0.1
95,철원,2023-01-08 19:00,-1.3,93,5.2,-2.2,,11.8,,-0.1
95,철원,2023-01-08 20:00,-2,95,5,-2.6,,11.8,,-0.1
95,철원,2023-01-08 21:00,-2.1,97,5.1,-2.5,,11.8,,-0.1
95,철원,2023-01-08 22:00,-1.8,95,5.1,-2.4,,11.8,,-0.1
95,철원,2023-01-08 23:00,-1.4,96,5.3,-1.9,,11.8,,-0.1
95,철원,2023-01-09 0:00,-1.4,94,5.2,-2.2,,11.8,,-0.1
95,철원,2023-01-09 1:00,-1.4,95,5.2,-2.1,,11.8,,-0.1
95,철원,2023-01-09 2:00,-1.3,96,5.4,-1.8,,11.8,,-0.1
95,철원,2023-01-09 3:00,-1.1,95,5.4,-1.8,,11.8,,-0.1
95,철원,2023-01-09 4:00,-0.9,93,5.4,-1.8,,11.6,,-0.1
95,철원,2023-01-09 5:00,-0.8,93,5.4,-1.7,,11.6,,-0.1
95,철원,2023-01-09 6:00,-1,94,5.4,-1.8,,11.6,,-0.1
95,철원,2023-01-09 7:00,-0.8,93,5.4,-1.7,,11.6,,-0.1
95,철원,2023-01-09 8:00,-0.8,93,5.4,-1.7,0,11.6,,-0.1
95,철원,2023-01-09 9:00,-1.8,93,5,-2.7,0.2,11.6,,-0.1
95,철원,2023-01-09 10:00,0.3,87,5.4,-1.6,1,11.6,,0
95,철원,2023-01-09 11:00,2.8,75,5.6,-1.1,1,11.5,,0
95,철원,2023-01-09 12:00,3.3,69,5.4,-1.8,1,11.1,,0
95,철원,2023-01-09 13:00,4.7,59,5,-2.6,1,10.3,,0
95,철원,2023-01-09 14:00,4.7,52,4.4,-4.3,1,9.6,,0
95,철원,2023-01-09 15:00,4.2,51,4.2,-5,1,9.3,,0
95,철원,2023-01-09 16:00,3.8,49,3.9,-5.9,1,9.1,,0
95,철원,2023-01-09 17:00,1.7,53,3.7,-6.8,0.7,9.1,,0
95,철원,2023-01-09 18:00,0.1,70,4.3,-4.7,0,9.1,,0
95,철원,2023-01-09 19:00,-2.7,81,4.1,-5.5,,9.1,,0
95,철원,2023-01-09 20:00,-3.9,83,3.8,-6.3,,9.1,,0
95,철원,2023-01-09 21:00,-4.5,84,3.7,-6.7,,9.1,,-0.1
95,철원,2023-01-09 22:00,-5.8,88,3.5,-7.4,,9.1,,-0.1
95,철원,2023-01-09 23:00,-7.3,92,3.3,-8.3,,9.1,,-0.2
95,철원,2023-01-10 0:00,-7.8,92,3.1,-8.8,,9.1,,-0.3
95,철원,2023-01-10 1:00,-7.7,93,3.2,-8.6,,9.1,,-0.4
95,철원,2023-01-10 2:00,-8.9,94,3,-9.6,,9.1,,-0.4
95,철원,2023-01-10 3:00,-9.5,95,2.8,-10.1,,9.1,,-0.5
95,철원,2023-01-10 4:00,-10.5,94,2.6,-11.2,,9.1,,-0.5
95,철원,2023-01-10 5:00,-10.6,95,2.6,-11.2,,9.1,,-0.6
95,철원,2023-01-10 6:00,-11.8,94,2.3,-12.5,,9.1,,-0.6
95,철원,2023-01-10 7:00,-11.8,94,2.3,-12.5,,9.1,,-0.7
95,철원,2023-01-10 8:00,-12.4,93,2.2,-13.3,0,9.1,,-0.7
95,철원,2023-01-10 9:00,-10.5,94,2.6,-11.2,0.4,9.1,,-0.7
95,철원,2023-01-10 10:00,-7.9,93,3.1,-8.8,1,9.1,,-0.6
95,철원,2023-01-10 11:00,-4.8,80,3.4,-7.7,1,8.8,,-0.5
95,철원,2023-01-10 12:00,-1.1,65,3.7,-6.8,1,8.8,,-0.3
95,철원,2023-01-10 13:00,1.8,54,3.8,-6.5,1,8.8,,-0.2
95,철원,2023-01-10 14:00,3.8,49,3.9,-5.9,1,8.8,,-0.1
95,철원,2023-01-10 15:00,4.8,46,4,-5.8,1,8.8,,-0.1
95,철원,2023-01-10 16:00,5,46,4,-5.6,1,8.8,,-0.1
95,철원,2023-01-10 17:00,3.6,51,4,-5.6,0.7,9.1,,-0.1
95,철원,2023-01-10 18:00,-1.7,80,4.3,-4.7,0,9.1,,-0.1
95,철원,2023-01-10 19:00,-3.1,86,4.2,-5.1,,9.1,,-0.1
95,철원,2023-01-10 20:00,-3.8,89,4.1,-5.3,,9.1,,-0.2
95,철원,2023-01-10 21:00,-5.1,91,3.8,-6.3,,9.1,,-0.3
95,철원,2023-01-10 22:00,-5.1,93,3.9,-6,,9.1,,-0.3
95,철원,2023-01-10 23:00,-6,94,3.7,-6.8,,9.1,,-0.4
95,철원,2023-01-11 0:00,-7.2,95,3.4,-7.8,,9.1,,-0.4
95,철원,2023-01-11 1:00,-8.1,96,3.2,-8.6,,9.1,,-0.5
95,철원,2023-01-11 2:00,-8.3,96,3.1,-8.8,,9.1,,-0.5
95,철원,2023-01-11 3:00,-9.2,96,2.9,-9.7,,9.1,,-0.6
95,철원,2023-01-11 4:00,-9.7,96,2.8,-10.2,,9.1,,-0.6
95,철원,2023-01-11 5:00,-10.6,95,2.6,-11.2,,9.1,,-0.6
95,철원,2023-01-11 6:00,-10.9,93,2.5,-11.8,,9.1,,-0.7
95,철원,2023-01-11 7:00,-11,93,2.5,-11.9,,9.1,,-0.7
95,철원,2023-01-11 8:00,-11.6,94,2.4,-12.3,0,9.1,,-0.7
95,철원,2023-01-11 9:00,-10.3,95,2.7,-10.9,0.4,9.1,,-0.7
95,철원,2023-01-11 10:00,-6.6,92,3.5,-7.6,1,9.1,,-0.6
95,철원,2023-01-11 11:00,-3.6,81,3.8,-6.3,1,9,,-0.4
95,철원,2023-01-11 12:00,-0.4,70,4.2,-5.2,1,9,,-0.3
95,철원,2023-01-11 13:00,2.4,58,4.2,-5,1,9,,-0.2
95,철원,2023-01-11 14:00,4.8,49,4.2,-5,1,8.8,,-0.1
95,철원,2023-01-11 15:00,5.6,42,3.8,-6.3,1,8.8,,-0.1
95,철원,2023-01-11 16:00,6.2,23,2.2,-13.4,1,8.8,,-0.1
95,철원,2023-01-11 17:00,5.1,28,2.5,-11.9,0.7,9,,-0.1
95,철원,2023-01-11 18:00,0,59,3.6,-7,0,9,,-0.1
95,철원,2023-01-11 19:00,-1.4,64,3.5,-7.3,,9,,-0.1
95,철원,2023-01-11 20:00,-2.5,72,3.7,-6.8,,9,,-0.1
95,철원,2023-01-11 21:00,-2.9,72,3.6,-7.2,,9,,-0.2
95,철원,2023-01-11 22:00,-4.5,82,3.6,-7.1,,9,,-0.3
95,철원,2023-01-11 23:00,-4.6,84,3.7,-6.8,,9,,-0.3
95,철원,2023-01-12 0:00,-5.6,88,3.6,-7.2,,9,,-0.4
95,철원,2023-01-12 1:00,-6.1,89,3.5,-7.6,,9,,-0.4
95,철원,2023-01-12 2:00,-7.2,94,3.3,-8,,9,,-0.4
95,철원,2023-01-12 3:00,-7.4,92,3.2,-8.4,,9,,-0.5
95,철원,2023-01-12 4:00,-7.5,92,3.2,-8.5,,9,,-0.5
95,철원,2023-01-12 5:00,-7.3,92,3.3,-8.3,,9,,-0.5
95,철원,2023-01-12 6:00,-8.6,92,3,-9.6,,9,,-0.6
95,철원,2023-01-12 7:00,-9,93,2.9,-9.9,,9,,-0.6
95,철원,2023-01-12 8:00,-8.1,91,3,-9.3,0,9,,-0.6
95,철원,2023-01-12 9:00,-7.4,92,3.2,-8.4,0.4,9,,-0.6
95,철원,2023-01-12 10:00,-4,76,3.5,-7.6,1,9,,-0.5
95,철원,2023-01-12 11:00,-0.3,63,3.8,-6.5,1,8.8,,-0.3
95,철원,2023-01-12 12:00,2.9,52,3.9,-6,1,8.8,,-0.2
95,철원,2023-01-12 13:00,5.7,40,3.7,-6.8,1,8.5,,-0.1
95,철원,2023-01-12 14:00,7.9,29,3.1,-9,1,8.1,,-0.1
95,철원,2023-01-12 15:00,8.8,25,2.8,-10.1,1,7.9,,-0.1
95,철원,2023-01-12 16:00,9,28,3.2,-8.5,1,7.8,,-0.1
95,철원,2023-01-12 17:00,6.2,40,3.8,-6.4,0.8,7.9,,-0.1
95,철원,2023-01-12 18:00,2.7,61,4.5,-4,0,8,,-0.1
95,철원,2023-01-12 19:00,1,67,4.4,-4.4,,8,,-0.1
95,철원,2023-01-12 20:00,-1.8,83,4.4,-4.3,,8,,-0.1
95,철원,2023-01-12 21:00,-1.7,79,4.3,-4.8,,8,,-0.1
95,철원,2023-01-12 22:00,-3,84,4.1,-5.3,,8,,-0.1
95,철원,2023-01-12 23:00,-2.4,85,4.4,-4.5,,8,,-0.1
95,철원,2023-01-13 0:00,-2.7,89,4.5,-4.2,,8,,-0.1
95,철원,2023-01-13 1:00,-0.9,79,4.5,-4,,8,,-0.1
95,철원,2023-01-13 2:00,-0.9,91,5.2,-2.1,,7.8,,-0.1
95,철원,2023-01-13 3:00,-0.3,97,5.8,-0.7,,7.5,,-0.1
95,철원,2023-01-13 4:00,0.1,99,6.1,0,,7.4,,0
95,철원,2023-01-13 5:00,0.1,100,6.1,0,,7.3,,0
95,철원,2023-01-13 6:00,0.4,100,6.2,0.3,,7,,0
95,철원,2023-01-13 7:00,0.6,100,6.3,0.5,,6.9,,0
95,철원,2023-01-13 8:00,1.1,100,6.6,1,0,6.9,,0
95,철원,2023-01-13 9:00,1.7,100,6.9,1.6,0,6.8,,0
95,철원,2023-01-13 10:00,2.2,100,7.1,2.1,0,6.5,,0
95,철원,2023-01-13 11:00,2.8,100,7.4,2.7,0,6.5,,0.1
95,철원,2023-01-13 12:00,3.5,100,7.8,3.4,0,6.3,,0
95,철원,2023-01-13 13:00,3.9,100,8,3.8,0,6.1,,0
95,철원,2023-01-13 14:00,4.5,100,8.4,4.4,0,6,,0.1
95,철원,2023-01-13 15:00,4.8,100,8.5,4.7,0,5.8,,0.1
95,철원,2023-01-13 16:00,5,100,8.7,4.9,0,5.5,,0
95,철원,2023-01-13 17:00,4.8,100,8.5,4.7,0,5.3,,0
95,철원,2023-01-13 18:00,4.1,100,8.1,4,0,5,,0
95,철원,2023-01-13 19:00,3.1,100,7.6,3,,5,,0
95,철원,2023-01-13 20:00,3,100,7.5,2.9,,4.8,,0
95,철원,2023-01-13 21:00,3.5,100,7.8,3.4,,4.6,,0.1
95,철원,2023-01-13 22:00,3.3,100,7.7,3.2,,4.5,,0
95,철원,2023-01-13 23:00,2.5,100,7.3,2.4,,4.5,,0
95,철원,2023-01-14 0:00,2.9,100,7.5,2.8,,4.4,,0
95,철원,2023-01-14 1:00,2.7,100,7.4,2.6,,4.3,,0.1
95,철원,2023-01-14 2:00,2.4,100,7.2,2.3,,4,,0
95,철원,2023-01-14 3:00,3.2,100,7.6,3.1,,4,,0.1
95,철원,2023-01-14 4:00,2.9,100,7.5,2.8,,3.9,,0.1
95,철원,2023-01-14 5:00,2.9,100,7.5,2.8,,3.7,,0.1
95,철원,2023-01-14 6:00,3.2,100,7.6,3.1,,3.5,,0
95,철원,2023-01-14 7:00,3.9,100,8,3.8,,3.4,,0
95,철원,2023-01-14 8:00,4.9,96,8.3,4.3,0,3,,0
95,철원,2023-01-14 9:00,4.7,96,8.2,4.1,0,2.5,,0
95,철원,2023-01-14 10:00,4.9,93,8,3.8,0,2,,0
95,철원,2023-01-14 11:00,4.7,91,7.7,3.3,0,1.7,,0.1
95,철원,2023-01-14 12:00,4.5,92,7.7,3.3,0,1.5,,0
95,철원,2023-01-14 13:00,4,92,7.5,2.8,0,1.5,,0
95,철원,2023-01-14 14:00,3.6,91,7.2,2.2,0,1.5,,0.1
95,철원,2023-01-14 15:00,3.3,89,6.9,1.6,0,0.3,,0.1
95,철원,2023-01-14 16:00,2.9,86,6.4,0.7,0,,,0
95,철원,2023-01-14 17:00,2.6,85,6.2,0.3,0,,,0.1
95,철원,2023-01-14 18:00,2,87,6.1,0,0,,,0
95,철원,2023-01-14 19:00,1.8,87,6.1,-0.1,,,,0
95,철원,2023-01-14 20:00,1,95,6.2,0.2,,,,0
95,철원,2023-01-14 21:00,0.9,94,6.1,0,,,,0
95,철원,2023-01-14 22:00,0.6,96,6.1,0,,,,0
95,철원,2023-01-14 23:00,0.7,93,6,-0.3,,,,0
95,철원,2023-01-15 0:00,0.6,93,5.9,-0.4,,,,0
95,철원,2023-01-15 1:00,0.6,92,5.9,-0.5,,,,0
95,철원,2023-01-15 2:00,0.7,91,5.8,-0.6,,,,0
95,철원,2023-01-15 3:00,0.4,92,5.8,-0.7,,,,0
95,철원,2023-01-15 4:00,-0.1,96,5.8,-0.6,,,,0
95,철원,2023-01-15 5:00,-0.4,97,5.8,-0.8,,,,0
95,철원,2023-01-15 6:00,-0.5,97,5.7,-0.9,,1,,0
95,철원,2023-01-15 7:00,-0.4,93,5.6,-1.3,,1.1,,0
95,철원,2023-01-15 8:00,-0.4,91,5.4,-1.6,0,1.1,,0
95,철원,2023-01-15 9:00,-0.3,89,5.4,-1.8,0,1.1,,0
95,철원,2023-01-15 10:00,-0.1,94,5.7,-0.9,0,1.1,,0
95,철원,2023-01-15 11:00,0,88,5.4,-1.7,0,1.1,,0
